date,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,TS,PRECTOT,QV2M,RH2M,PS,T2M_RANGE,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M,WS50M_RANGE,WS10M_RANGE,WS50M_MIN,WS10M_MIN,WS50M_MAX,WS10M_MAX,WS50M,WS10M
2016-03-03,-999.0,3.77,3.65,-23.78,0.7,0.0,77.32,100.93,15.17,-22.92,-22.62,-15.52,-30.69,-21.67,6.09,3.99,1.71,1.27,7.79,5.26,5.59,3.64
2016-03-04,4.58,4.05,3.82,-20.74,0.6,0.0,79.64,100.96,16.76,-17.11,-16.95,-6.58,-23.35,-15.12,3.12,2.16,0.47,0.4,3.59,2.56,1.94,1.4
2016-03-05,4.58,4.26,4.64,-13.36,0.8,0.0,88.49,100.83,16.34,-12.78,-12.73,-3.97,-20.31,-11.22,4.87,2.77,0.65,0.4,5.52,3.16,2.68,1.77
2016-03-06,4.6,3.76,5.44,-5.69,0.63,0.0,89.73,100.79,10.7,-6.7,-6.67,-0.78,-11.48,-5.29,4.99,2.55,1.4,1.25,6.39,3.8,4.67,2.85
2016-03-07,-999.0,1.05,6.95,-2.63,4.81,0.0,95.4,99.93,5.91,-2.67,-2.66,0.63,-5.29,-1.9,4.6,3.9,4.8,2.91,9.4,6.8,6.81,4.35
2016-03-08,-999.0,2.69,7.3,-3.76,0.15,0.0,88.83,100.52,8.13,-4.61,-4.59,-0.06,-8.19,-2.97,2.54,1.39,3.2,2.24,5.74,3.63,4.43,3.03
2016-03-09,-999.0,1.9,7.81,0.76,6.7,0.0,99.75,99.57,4.65,1.95,1.95,4.48,-0.16,2.18,11.3,6.23,1.28,0.86,12.58,7.09,8.6,4.57
2016-03-10,-999.0,1.03,7.23,0.59,2.33,0.0,93.67,100.0,2.13,-0.01,-0.01,2.18,0.05,0.88,3.81,3.3,2.39,1.37,6.2,4.67,4.87,3.09
2016-03-11,4.87,4.39,6.07,-1.55,0.44,0.0,90.45,100.75,7.16,-3.03,-3.01,1.62,-5.54,-1.52,4.73,2.88,3.23,1.9,7.96,4.78,5.39,3.52
2016-03-12,4.84,4.83,5.91,-0.15,0.08,0.0,91.1,100.18,10.7,-1.17,-1.16,5.38,-5.32,0.44,8.74,6.36,3.21,2.01,11.96,8.38,8.32,5.59
2016-03-13,5.09,5.09,5.22,-0.48,1.73,0.0,84.78,100.6,7.15,-2.78,-2.76,3.2,-3.96,-0.51,3.51,1.61,4.64,3.24,8.15,4.86,6.24,3.96
2016-03-14,-999.0,2.29,6.74,0.22,2.43,0.0,89.48,100.47,8.04,-1.63,-1.62,3.8,-4.24,0.04,2.67,2.03,6.47,4.92,9.14,6.95,7.81,5.82
2016-03-15,-999.0,2.25,7.64,2.64,4.78,0.0,95.99,99.73,5.23,2.34,2.34,6.08,0.85,3.07,5.47,3.68,2.37,1.53,7.84,5.2,5.68,3.48
2016-03-16,-999.0,3.91,7.28,2.74,4.06,0.0,94.12,99.68,4.09,1.72,1.72,4.91,0.82,2.63,7.65,6.79,2.74,1.51,10.4,8.3,6.48,4.64
2016-03-17,-999.0,4.53,6.9,3.43,2.7,0.0,93.17,98.96,5.58,2.35,2.35,6.87,1.3,3.41,4.97,4.43,2.49,1.36,7.46,5.79,5.46,3.52
2016-03-18,-999.0,4.98,5.62,-2.76,1.44,0.0,80.72,99.49,10.01,-6.65,-6.58,1.27,-8.74,-3.71,3.68,3.94,4.73,3.08,8.41,7.02,7.05,5.06
2016-03-19,5.54,5.54,4.43,-7.03,0.05,0.0,73.83,100.65,8.31,-12.08,-11.91,-4.39,-12.7,-8.77,2.06,3.29,5.75,3.16,7.81,6.45,6.68,4.95
2016-03-20,5.62,5.62,4.58,-5.91,0.83,0.0,79.38,100.64,14.6,-10.54,-10.43,-1.24,-15.84,-7.56,4.8,2.58,0.79,0.81,5.59,3.39,3.21,2.23
2016-03-21,-999.0,5.56,5.44,-3.39,1.0,0.0,81.66,99.57,10.76,-6.78,-6.73,1.47,-9.3,-4.1,7.31,4.7,2.8,2.39,10.11,7.1,5.97,4.41
2016-03-22,-999.0,5.59,5.74,-3.54,1.55,0.0,87.76,99.91,12.59,-6.35,-6.3,0.95,-11.64,-4.22,5.9,4.74,1.74,1.16,7.64,5.9,5.27,3.64
2016-03-23,5.68,5.14,6.16,-2.04,2.39,0.0,80.71,100.33,5.03,-5.63,-5.58,-0.54,-5.57,-2.83,2.68,3.52,4.26,2.43,6.94,5.95,5.45,3.84
2016-03-24,-999.0,1.73,6.69,-5.44,6.08,0.0,83.95,100.52,6.3,-8.43,-8.35,-2.71,-9.01,-6.21,4.27,4.18,5.93,4.08,10.21,8.26,8.23,6.49
2016-03-25,-999.0,0.93,7.22,-2.31,7.11,0.0,95.33,99.39,10.49,-3.11,-3.1,1.15,-9.34,-2.1,5.89,5.77,3.88,1.94,9.78,7.71,6.72,4.55
2016-03-26,5.92,5.92,5.46,-4.61,1.41,0.0,87.16,101.3,14.65,-7.11,-7.07,1.76,-12.88,-4.98,5.31,3.19,0.22,0.28,5.53,3.46,2.84,1.91
2016-03-27,5.85,5.85,5.75,-0.55,0.76,0.0,95.87,100.79,13.46,-1.2,-1.19,7.05,-6.41,-0.1,4.79,2.09,1.17,0.95,5.96,3.03,3.35,2.09
2016-03-28,-999.0,1.03,7.24,1.96,18.57,0.0,97.73,98.73,3.58,1.9,1.9,3.93,0.36,2.31,8.57,5.84,1.51,0.76,10.08,6.6,5.28,3.38
2016-03-29,6.07,6.05,5.97,-0.23,1.29,0.0,83.33,99.83,6.57,-3.06,-3.04,1.84,-4.73,-0.55,4.74,4.96,6.95,3.41,11.69,8.37,9.62,6.73
2016-03-30,6.09,5.69,6.31,0.41,0.04,0.0,86.71,100.27,10.95,-1.58,-1.56,5.15,-5.8,0.69,3.65,4.3,4.92,2.42,8.57,6.72,6.67,3.95
2016-03-31,-999.0,1.2,7.96,5.23,19.93,0.01,98.97,98.8,7.83,5.42,5.42,10.33,2.5,6.12,9.27,5.61,4.73,2.47,14.0,8.08,8.83,4.94
2016-04-01,-999.0,1.84,7.88,7.73,3.36,0.01,94.6,98.19,13.62,6.9,6.9,12.37,-1.25,8.34,8.62,5.38,5.53,3.09,14.15,8.47,9.54,6.11
2016-04-02,-999.0,3.48,6.5,1.37,1.61,0.0,84.96,98.25,12.11,-1.48,-1.47,7.27,-4.84,0.93,9.66,7.47,1.1,0.76,10.76,8.23,6.29,4.51
2016-04-03,-999.0,4.65,4.97,-7.26,0.51,0.0,66.01,99.3,6.74,-13.41,-13.09,-5.36,-12.1,-9.04,8.97,7.98,3.32,1.98,12.29,9.96,9.37,7.15
2016-04-04,-999.0,5.98,4.64,-6.49,0.44,0.0,64.44,100.44,9.18,-13.09,-12.76,-3.87,-13.04,-8.34,3.25,2.29,2.72,1.7,5.97,4.0,3.88,2.78
2016-04-05,6.51,6.33,4.44,-5.45,0.27,0.0,66.99,101.2,11.11,-11.51,-11.27,-2.07,-13.18,-6.93,5.03,3.71,1.09,0.76,6.12,4.47,4.72,3.33
2016-04-06,-999.0,3.71,6.17,-2.64,5.79,0.0,81.75,100.4,9.54,-5.79,-5.73,1.01,-8.52,-2.97,5.41,4.07,0.51,0.34,5.92,4.4,4.64,3.28
2016-04-07,-999.0,1.69,7.48,0.88,33.3,0.0,99.6,98.32,6.24,1.06,1.06,4.83,-1.41,1.32,4.76,4.54,4.23,2.35,8.99,6.89,6.37,4.23
2016-04-08,-999.0,2.66,6.82,-0.85,1.69,0.0,89.24,98.34,6.3,-2.77,-2.75,1.47,-4.84,-1.12,3.18,2.82,7.07,5.26,10.25,8.08,8.63,6.41
2016-04-09,-999.0,4.63,5.57,-4.08,0.03,0.0,77.72,99.8,8.33,-8.09,-8.01,-0.77,-9.1,-5.06,2.74,2.16,4.21,3.53,6.95,5.69,5.74,4.25
2016-04-10,6.74,6.7,4.86,-4.66,0.02,0.0,73.13,100.87,12.4,-9.37,-9.24,-0.43,-12.83,-5.43,4.93,3.59,0.99,0.62,5.92,4.21,4.04,2.87
2016-04-11,-999.0,0.89,7.42,0.43,10.71,0.0,97.66,99.85,7.33,0.07,0.08,3.63,-3.7,0.69,3.39,2.55,4.87,2.56,8.26,5.11,6.51,3.94
2016-04-12,-999.0,3.32,6.89,2.24,3.26,0.0,87.92,100.11,7.58,0.35,0.36,5.06,-2.51,2.25,2.48,3.35,6.62,3.6,9.1,6.95,8.1,5.34
2016-04-13,6.78,6.72,5.28,0.82,0.05,0.0,72.57,101.57,10.43,-4.44,-4.38,5.03,-5.39,-0.15,4.04,1.67,2.26,1.81,6.3,3.48,4.31,2.69
2016-04-14,6.84,6.84,5.34,2.39,0.01,0.0,73.36,101.68,12.62,-2.5,-2.46,8.31,-4.3,1.79,4.54,1.5,2.65,1.99,7.18,3.49,4.37,2.68
2016-04-15,6.79,6.74,5.72,4.11,0.24,0.0,74.63,101.84,13.3,-0.27,-0.24,10.85,-2.45,3.91,4.45,1.25,3.26,2.59,7.71,3.83,5.07,3.14
2016-04-16,6.74,6.62,6.33,5.32,0.32,0.0,68.29,101.89,14.03,0.27,0.3,12.47,-1.56,5.75,3.39,1.87,2.44,1.64,5.84,3.5,3.84,2.66
2016-04-17,6.85,6.8,6.53,8.65,0.03,0.01,70.79,101.42,16.47,4.08,4.09,18.14,1.67,9.62,7.25,3.79,1.26,0.96,8.51,4.75,4.27,2.69
2016-04-18,-999.0,2.15,7.61,4.91,6.6,0.0,85.97,101.02,8.25,2.09,2.1,8.79,0.55,4.31,5.18,2.57,2.64,2.48,7.82,5.05,5.27,3.64
2016-04-19,7.0,6.95,5.98,4.74,0.31,0.0,76.02,100.56,12.94,0.48,0.49,11.01,-1.94,4.38,6.12,5.03,4.12,2.55,10.24,7.57,7.31,4.75
2016-04-20,7.04,6.93,5.77,5.36,0.02,0.0,65.97,101.02,14.45,-1.47,-1.42,11.48,-2.98,4.45,6.71,3.33,0.6,0.25,7.3,3.58,4.12,2.42
2016-04-21,7.03,6.92,6.77,9.32,0.34,0.01,68.67,100.04,18.25,3.81,3.82,17.58,-0.67,9.6,6.8,3.17,0.51,0.39,7.31,3.56,4.01,2.37
2016-04-22,-999.0,1.93,8.64,10.23,6.4,0.01,93.98,99.56,11.73,8.99,8.99,15.92,4.18,10.28,4.38,3.17,3.46,2.47,7.84,5.64,6.02,3.89
2016-04-23,7.29,7.25,6.09,4.88,1.16,0.0,69.8,100.26,11.64,-1.16,-1.12,9.72,-1.92,3.9,2.15,2.41,5.63,3.19,7.78,5.6,6.71,4.5
2016-04-24,7.4,7.36,5.31,4.34,0.9,0.0,68.57,100.43,12.54,-2.36,-2.3,8.82,-3.72,2.98,6.09,4.17,1.1,0.69,7.2,4.86,4.86,2.98
2016-04-25,7.44,7.17,5.45,2.94,0.01,0.0,66.92,100.31,11.03,-3.76,-3.69,7.32,-3.71,1.72,4.46,1.55,2.94,2.33,7.4,3.89,4.93,2.98
2016-04-26,7.35,6.04,6.08,2.18,0.0,0.0,70.72,99.69,9.42,-3.42,-3.37,7.1,-2.32,1.28,3.73,2.61,3.06,2.16,6.79,4.76,4.97,3.14
2016-04-27,7.56,7.27,5.17,1.36,0.08,0.0,65.63,99.82,10.01,-5.49,-5.37,5.17,-4.85,0.18,3.66,3.47,3.56,2.16,7.21,5.63,5.44,3.57
2016-04-28,7.55,7.47,5.17,2.54,0.02,0.0,64.87,100.47,10.87,-4.96,-4.86,6.65,-4.22,0.85,5.01,2.18,1.9,1.28,6.91,3.46,4.23,2.49
2016-04-29,7.58,7.48,5.61,3.9,0.05,0.0,64.77,100.73,13.74,-3.05,-2.98,9.62,-4.12,3.0,3.76,1.43,2.74,1.85,6.5,3.29,4.02,2.61
2016-04-30,7.53,7.41,5.94,6.72,0.02,0.0,65.02,100.91,16.08,-0.15,-0.12,13.55,-2.52,6.04,5.85,2.24,0.81,0.93,6.66,3.18,3.67,2.32
2016-05-01,-999.0,2.16,7.35,5.84,5.48,0.0,86.02,100.65,6.59,3.2,3.2,8.41,1.82,5.45,1.81,1.46,3.78,2.19,5.59,3.65,4.58,3.03
2016-05-02,-999.0,1.42,7.38,5.47,2.51,0.01,92.74,100.1,3.88,4.26,4.26,7.14,3.26,5.32,4.69,3.8,1.94,1.35,6.63,5.15,4.2,2.87
2016-05-03,-999.0,3.9,7.06,7.69,0.94,0.0,79.54,99.8,11.07,3.54,3.54,12.94,1.87,6.85,4.03,1.98,1.18,0.82,5.21,2.8,2.97,2.01
2016-05-04,-999.0,2.99,7.65,7.39,0.34,0.01,89.86,99.59,8.9,5.43,5.43,11.02,2.12,7.08,2.97,2.71,3.27,2.15,6.25,4.87,5.04,3.39
2016-05-05,-999.0,5.05,7.28,10.31,0.04,0.01,79.91,99.67,10.49,6.63,6.63,15.8,5.31,9.94,3.21,3.47,4.18,2.34,7.39,5.81,6.1,4.03
2016-05-06,7.47,7.39,6.74,11.43,0.04,0.01,75.34,99.68,15.31,6.82,6.82,18.48,3.18,11.1,3.01,1.86,4.37,2.36,7.38,4.22,5.71,3.48
2016-05-07,7.38,6.57,7.72,14.44,0.71,0.01,81.18,99.14,11.54,10.95,10.95,19.74,8.21,14.19,2.15,2.22,4.09,2.21,6.25,4.43,5.39,3.24
2016-05-08,-999.0,1.87,7.41,7.33,8.67,0.0,79.6,98.87,12.41,2.59,2.61,11.85,-0.57,6.56,7.4,6.44,3.2,1.68,10.6,8.11,7.47,5.18
2016-05-09,-999.0,2.98,6.53,4.54,0.07,0.0,70.07,99.98,9.93,-1.28,-1.25,8.51,-1.43,3.68,3.34,4.02,5.87,2.92,9.21,6.94,7.73,5.12
2016-05-10,7.63,7.6,6.35,8.97,0.0,0.0,71.26,100.67,17.05,3.32,3.33,16.32,-0.74,8.46,3.69,2.06,3.31,2.48,7.0,4.55,5.39,3.34
2016-05-11,7.68,7.67,6.55,12.24,0.0,0.01,61.54,100.75,17.71,5.0,5.01,19.85,2.14,12.3,5.3,2.51,1.28,0.68,6.58,3.2,3.08,1.77
2016-05-12,7.65,7.56,7.29,14.66,0.43,0.01,67.14,100.29,12.9,9.22,9.23,22.53,9.63,15.57,6.81,3.15,0.22,0.16,7.03,3.32,2.57,1.5
2016-05-13,-999.0,2.27,8.23,14.06,5.86,0.01,94.32,99.13,6.83,13.3,13.3,17.39,10.57,14.28,4.41,3.41,3.2,1.96,7.61,5.37,6.14,3.87
2016-05-14,7.63,7.14,7.65,13.75,3.74,0.01,83.1,98.79,10.89,10.41,10.41,18.87,7.99,13.28,6.05,3.95,2.38,2.0,8.44,5.95,5.38,3.46
2016-05-15,-999.0,2.74,7.71,6.81,0.8,0.0,77.78,98.75,8.0,1.99,2.01,8.89,0.9,5.81,3.09,2.59,7.58,5.46,10.67,8.05,9.4,6.91
2016-05-16,-999.0,1.81,7.44,4.49,0.6,0.0,75.83,99.64,6.9,-0.25,-0.22,7.21,0.31,3.63,4.64,4.99,6.36,3.37,11.0,8.36,9.42,6.6
2016-05-17,-999.0,4.9,7.14,6.87,0.06,0.0,77.79,100.45,11.24,2.5,2.51,11.51,0.26,6.14,1.55,2.67,5.16,2.55,6.7,5.22,6.11,4.01
2016-05-18,7.93,7.34,6.92,10.75,0.06,0.01,69.41,100.68,15.93,4.65,4.66,16.5,0.57,10.13,4.61,2.21,0.65,0.49,5.26,2.7,2.23,1.44
2016-05-19,-999.0,5.12,7.56,11.74,0.38,0.01,74.65,100.5,7.79,7.73,7.73,15.67,7.88,12.1,4.79,2.41,0.37,0.3,5.16,2.71,2.45,1.59
2016-05-20,7.91,7.84,7.05,14.4,16.16,0.01,70.5,100.66,14.65,8.97,8.98,21.08,6.42,14.39,5.54,2.19,2.08,1.78,7.62,3.97,4.94,2.87
2016-05-21,7.84,6.67,7.65,15.03,0.24,0.01,78.6,100.07,12.64,11.31,11.31,21.14,8.5,15.1,4.52,1.24,2.79,2.21,7.31,3.45,4.95,2.78
2016-05-22,-999.0,7.25,7.8,15.67,0.12,0.01,77.23,99.76,9.49,11.88,11.88,21.15,11.67,15.89,2.79,2.77,4.21,2.09,7.0,4.86,5.5,3.48
2016-05-23,8.13,8.13,6.94,17.18,1.03,0.01,62.28,99.97,16.88,10.05,10.05,25.1,8.22,17.41,5.54,2.61,0.77,0.53,6.3,3.13,3.27,1.93
2016-05-24,7.98,7.77,7.55,18.54,0.14,0.01,59.69,99.77,12.92,11.22,11.22,26.21,13.29,19.41,6.35,2.58,0.86,0.7,7.22,3.29,2.94,1.82
2016-05-25,-999.0,3.49,8.24,17.88,0.44,0.01,81.9,99.93,11.38,14.5,14.5,23.93,12.55,17.7,2.11,2.25,4.54,2.66,6.66,4.91,5.86,3.77
2016-05-26,-999.0,7.56,7.84,16.39,0.53,0.01,71.52,100.42,10.75,10.61,10.61,20.92,10.17,15.82,5.35,1.62,1.92,1.84,7.27,3.46,4.41,2.63
2016-05-27,-999.0,6.68,9.29,20.05,3.59,0.01,89.82,99.88,13.83,17.98,17.98,26.62,12.79,20.05,6.39,4.73,1.01,0.55,7.4,5.28,4.75,2.87
2016-05-28,-999.0,6.7,8.88,20.43,0.91,0.01,76.64,100.41,11.39,15.83,15.83,25.95,14.56,20.1,5.03,1.6,1.66,1.6,6.68,3.2,4.16,2.47
2016-05-29,-999.0,3.94,9.54,20.54,11.19,0.01,92.05,100.16,9.62,18.79,18.79,24.63,15.01,20.31,6.89,3.75,1.4,0.9,8.29,4.65,3.59,2.15
2016-05-30,7.83,6.91,8.95,21.68,2.06,0.01,82.16,99.44,8.79,18.51,18.51,25.9,17.11,21.69,4.13,3.76,5.78,3.28,9.91,7.04,7.86,5.01
2016-05-31,-999.0,6.08,8.25,17.5,0.08,0.01,76.22,99.79,10.31,12.69,12.69,21.93,11.63,17.0,3.7,3.95,5.19,2.68,8.89,6.63,7.17,4.83
2016-06-01,8.12,6.86,8.07,17.23,0.32,0.01,73.88,100.6,10.01,11.75,11.75,21.39,11.38,16.5,3.13,1.7,3.89,2.46,7.02,4.16,5.07,3.21
2016-06-02,-999.0,1.44,8.85,18.87,6.03,0.01,88.04,100.02,7.74,16.74,16.74,22.36,14.62,18.82,4.21,4.11,5.42,2.87,9.64,6.98,7.04,4.37
2016-06-03,8.04,7.36,8.22,19.57,0.27,0.01,77.86,99.97,7.91,15.35,15.35,23.25,15.33,19.35,2.95,2.84,4.05,2.21,7.0,5.05,5.6,3.57
2016-06-04,-999.0,6.18,8.31,19.65,0.01,0.01,69.25,100.06,10.92,13.4,13.4,23.81,12.88,19.18,5.17,2.46,0.31,0.17,5.48,2.63,2.57,1.56
2016-06-05,-999.0,1.19,8.87,17.61,28.64,0.01,93.76,98.99,4.68,16.3,16.3,19.57,14.89,17.38,5.69,4.6,4.55,2.81,10.24,7.4,7.07,4.62
2016-06-06,-999.0,4.58,8.54,18.26,2.57,0.01,80.89,98.31,6.26,14.62,14.62,20.88,14.62,17.95,5.11,4.95,6.02,3.01,11.13,7.96,9.34,6.24
2016-06-07,-999.0,5.46,8.48,16.96,0.9,0.01,80.44,98.26,8.1,13.03,13.03,20.53,12.43,16.41,2.48,2.1,4.89,3.06,7.37,5.16,6.29,4.15
2016-06-08,-999.0,2.69,8.16,10.93,0.97,0.01,76.74,98.63,5.75,6.04,6.05,13.14,7.39,9.96,2.02,2.3,6.54,4.21,8.56,6.51,7.63,5.36
2016-06-09,-999.0,2.63,8.18,10.12,0.72,0.01,73.67,99.23,6.16,4.88,4.88,12.58,6.42,9.38,3.27,3.68,6.16,3.29,9.43,6.97,8.31,5.53
2016-06-10,8.16,5.45,7.79,12.87,2.52,0.01,77.27,100.0,12.18,8.17,8.17,17.78,5.6,12.23,3.19,2.07,3.02,1.87,6.21,3.94,4.6,2.95
2016-06-11,-999.0,1.87,8.52,12.79,1.84,0.01,85.23,99.37,7.0,9.87,9.88,16.15,9.16,12.29,4.06,2.94,2.05,1.44,6.12,4.38,4.05,2.51
2016-06-12,-999.0,3.01,8.29,11.14,1.42,0.01,80.41,98.85,4.72,7.08,7.08,13.61,8.89,10.57,5.67,5.27,4.89,2.4,10.56,7.67,8.85,6.08
2016-06-13,-999.0,4.78,8.07,13.8,1.64,0.01,74.92,99.43,9.54,9.13,9.14,18.41,8.87,13.55,2.82,3.47,5.86,2.95,8.68,6.42,7.43,4.86
2016-06-14,8.2,7.64,7.94,16.29,0.71,0.01,76.82,99.7,15.25,11.61,11.61,22.59,7.34,15.97,3.67,1.43,4.06,3.09,7.72,4.51,6.12,3.73
2016-06-15,8.18,8.02,7.77,18.94,0.87,0.01,72.64,99.68,12.08,13.99,14.0,24.37,12.3,19.06,4.03,2.0,3.23,1.7,7.26,3.7,4.73,2.85
2016-06-16,8.34,8.28,7.34,18.87,0.01,0.01,70.38,99.61,11.93,13.17,13.17,24.33,12.4,18.69,3.52,2.31,2.72,2.1,6.24,4.41,4.55,2.89
2016-06-17,8.31,7.85,7.54,19.26,0.02,0.01,59.65,100.02,11.82,12.0,12.0,25.6,13.78,20.14,3.63,2.21,0.73,0.52,4.35,2.73,2.88,2.0
2016-06-18,8.24,8.13,7.91,20.69,1.06,0.01,70.02,100.62,14.05,15.0,15.0,27.07,13.03,20.77,6.42,2.45,1.63,1.25,8.05,3.7,4.53,2.68
2016-06-19,8.03,7.76,8.66,21.4,0.25,0.01,75.14,100.53,12.7,16.76,16.75,27.43,14.73,21.45,3.1,2.82,4.95,2.92,8.05,5.74,6.65,4.04
2016-06-20,7.98,7.72,9.13,23.22,2.98,0.01,73.64,99.59,11.58,18.45,18.45,28.53,16.95,23.5,4.87,4.36,5.94,2.78,10.8,7.14,8.44,5.31
2016-06-21,-999.0,6.44,8.3,18.17,0.12,0.01,69.9,99.15,6.51,12.02,12.02,20.5,13.99,17.69,8.2,5.53,2.45,1.19,10.65,6.71,6.9,4.57
2016-06-22,-999.0,4.41,8.09,16.18,2.23,0.01,77.69,99.37,7.04,11.78,11.78,19.56,12.52,15.67,4.05,2.89,1.91,1.1,5.96,3.99,4.5,2.89
2016-06-23,-999.0,6.6,8.13,16.74,2.36,0.01,71.82,99.7,11.37,10.99,10.99,21.4,10.03,16.11,3.61,2.43,2.31,1.8,5.91,4.23,4.86,3.0
2016-06-24,8.21,8.07,7.56,18.37,2.49,0.01,66.44,100.33,14.37,11.46,11.46,23.97,9.59,17.88,5.16,2.45,0.4,0.34,5.56,2.79,3.04,1.81
2016-06-25,8.1,7.96,8.17,21.09,0.07,0.01,66.33,100.54,12.94,14.71,14.71,26.94,14.01,21.31,3.5,1.98,1.51,1.33,5.01,3.32,3.51,2.32
2016-06-26,7.93,7.73,8.97,22.51,2.14,0.01,74.0,100.26,11.89,17.48,17.48,27.77,15.88,22.41,7.17,4.74,0.51,0.43,7.68,5.17,5.02,2.96
2016-06-27,-999.0,2.58,9.57,23.0,2.41,0.01,79.99,99.54,7.87,19.25,19.25,27.62,19.76,22.88,2.28,2.8,5.74,2.78,8.01,5.58,6.93,4.31
2016-06-28,-999.0,4.01,9.63,21.72,9.98,0.01,82.87,99.58,7.92,18.3,18.3,25.39,17.47,21.34,3.64,1.5,2.89,1.91,6.53,3.41,4.26,2.63
2016-06-29,-999.0,4.76,8.99,19.42,3.98,0.01,82.93,99.68,8.01,15.8,15.8,23.33,15.32,18.77,4.42,2.04,1.79,1.32,6.2,3.36,3.71,2.26
2016-06-30,8.17,7.96,7.87,20.1,0.25,0.01,70.95,99.91,11.97,14.34,14.34,25.49,13.52,19.79,2.91,1.48,3.6,2.23,6.51,3.72,4.78,2.98
2016-07-01,-999.0,5.67,8.48,19.88,2.27,0.01,76.48,99.64,12.65,15.15,15.15,25.73,13.08,19.51,5.33,2.98,1.26,1.03,6.59,4.02,4.47,2.61
2016-07-02,-999.0,3.39,8.36,16.95,0.83,0.01,74.19,99.52,7.04,11.54,11.54,19.32,12.28,16.26,3.8,4.72,6.47,2.91,10.28,7.63,8.52,5.72
2016-07-03,8.05,7.09,8.02,18.54,0.98,0.01,70.86,99.91,11.98,12.66,12.67,23.15,11.16,18.1,3.33,3.06,4.78,2.94,8.11,6.0,6.77,4.19
2016-07-04,7.98,7.78,8.28,20.94,0.3,0.01,71.4,99.76,13.03,15.22,15.22,26.52,13.49,20.6,2.59,3.06,4.84,2.36,7.44,5.42,6.1,3.82
2016-07-05,7.95,7.63,8.53,22.18,0.04,0.01,67.32,99.24,11.57,15.55,15.55,27.32,15.75,21.92,3.78,2.56,2.97,1.96,6.75,4.52,4.74,2.91
2016-07-06,7.82,7.08,9.25,23.56,1.36,0.01,73.88,99.38,11.93,18.11,18.11,28.64,16.72,23.06,3.66,1.85,2.95,2.04,6.61,3.89,4.56,2.83
2016-07-07,-999.0,4.79,9.62,22.51,7.22,0.01,84.04,99.3,11.32,18.94,18.94,27.73,16.41,21.81,3.49,2.51,3.0,2.01,6.49,4.51,4.56,3.15
2016-07-08,-999.0,4.21,8.89,19.28,0.33,0.01,80.4,99.71,8.35,14.9,14.9,22.87,14.52,18.34,2.37,1.49,3.83,2.54,6.21,4.02,4.68,3.21
2016-07-09,-999.0,0.91,9.06,17.67,23.63,0.01,91.46,99.35,4.62,15.65,15.65,19.87,15.25,17.06,1.88,2.2,6.03,3.98,7.91,6.19,6.75,4.95
2016-07-10,-999.0,1.99,8.89,16.69,5.84,0.01,87.99,99.75,5.43,14.3,14.3,19.52,14.09,16.28,6.6,4.84,0.34,0.32,6.94,5.16,4.79,3.37
2016-07-11,7.86,7.67,8.2,20.48,0.56,0.01,76.05,100.3,13.22,15.87,15.87,26.1,12.88,20.3,4.38,2.16,1.48,0.84,5.86,3.0,4.04,2.46
2016-07-12,7.73,6.45,8.83,22.08,1.79,0.01,70.52,100.12,11.26,16.29,16.29,27.42,16.16,21.91,3.0,1.49,3.19,1.93,6.19,3.42,4.65,2.76
2016-07-13,-999.0,6.67,9.47,24.24,0.4,0.02,78.85,99.64,12.53,20.25,20.25,30.14,17.6,24.26,4.9,2.86,2.65,1.9,7.55,4.76,5.72,3.23
2016-07-14,-999.0,3.75,9.64,24.17,9.89,0.02,87.28,99.07,6.55,21.99,21.99,27.51,20.96,24.24,2.7,1.83,5.12,2.93,7.83,4.76,6.4,3.99
2016-07-15,-999.0,6.41,9.25,22.8,3.49,0.01,79.07,99.28,11.82,18.57,18.57,26.93,15.11,22.45,4.0,3.52,3.9,2.0,7.91,5.52,6.01,4.03
2016-07-16,-999.0,5.46,9.1,20.19,1.5,0.01,68.22,100.19,10.89,13.1,13.1,23.95,13.06,19.13,4.61,3.03,0.72,0.6,5.33,3.63,2.29,1.5
2016-07-17,-999.0,6.38,8.7,21.33,0.61,0.01,66.37,100.37,8.26,14.6,14.6,25.32,17.07,21.17,5.16,2.5,0.29,0.21,5.45,2.71,2.55,1.7
2016-07-18,-999.0,3.6,9.11,21.37,7.76,0.01,79.59,99.66,11.58,17.43,17.43,27.36,15.78,21.2,5.72,5.12,4.78,2.17,10.49,7.29,7.02,4.37
2016-07-19,-999.0,4.43,8.41,17.97,0.28,0.01,67.76,100.37,10.29,11.16,11.16,21.78,11.49,17.19,2.94,2.82,4.0,2.37,6.94,5.19,6.02,3.74
2016-07-20,7.67,7.26,7.99,19.55,0.02,0.01,68.18,100.55,12.18,13.22,13.22,24.85,12.66,19.26,2.9,3.11,3.73,1.87,6.63,4.98,5.46,3.45
2016-07-21,-999.0,6.95,8.79,21.57,1.62,0.01,73.82,99.99,12.68,16.51,16.51,26.98,14.29,21.46,5.54,2.97,3.71,2.55,9.25,5.52,6.63,4.02
2016-07-22,-999.0,6.37,9.5,24.48,2.24,0.01,71.3,99.11,8.86,18.94,18.94,29.17,20.31,24.52,4.36,4.35,4.86,2.26,9.22,6.6,7.27,4.55
