date,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,TS,PRECTOT,QV2M,RH2M,PS,T2M_RANGE,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M,WS50M_RANGE,WS10M_RANGE,WS50M_MIN,WS10M_MIN,WS50M_MAX,WS10M_MAX,WS50M,WS10M
2017-11-11,2.56,2.43,4.89,-3.91,0.0,0.0,67.25,101.83,7.2,-9.46,-9.27,-0.56,-7.77,-4.76,6.99,5.02,1.86,1.37,8.85,6.39,4.46,3.09
2017-11-12,-999.0,1.49,6.25,-2.49,0.03,0.0,68.53,101.55,7.09,-7.16,-7.03,2.22,-4.88,-2.44,3.17,1.69,0.39,0.28,3.56,1.97,2.12,1.32
2017-11-13,-999.0,0.97,6.61,-2.3,0.04,0.0,70.96,101.43,9.5,-5.99,-5.91,3.23,-6.28,-1.54,3.25,2.02,0.39,0.29,3.64,2.31,1.8,1.29
2017-11-14,-999.0,1.05,6.84,-0.88,0.02,0.0,84.34,101.32,4.16,-2.75,-2.72,2.01,-2.15,-0.49,2.08,1.01,1.77,1.2,3.85,2.21,2.78,1.72
2017-11-15,2.34,2.3,5.84,-0.45,0.02,0.0,84.9,100.7,8.58,-2.31,-2.29,4.98,-3.61,-0.11,6.0,3.24,1.24,0.9,7.24,4.14,4.03,2.45
2017-11-16,-999.0,1.1,7.22,1.55,4.08,0.0,94.63,99.1,7.0,1.24,1.25,6.55,-0.45,2.12,4.16,4.57,5.68,2.62,9.84,7.19,7.18,4.36
2017-11-17,2.33,1.36,5.99,-3.44,0.18,0.0,71.1,100.05,5.72,-7.85,-7.72,-0.69,-6.41,-3.61,6.47,5.36,3.24,1.78,9.71,7.14,7.33,5.07
2017-11-18,-999.0,0.83,6.68,-2.31,1.13,0.0,77.37,99.07,5.98,-5.93,-5.85,0.61,-5.37,-2.38,5.2,4.46,1.23,0.71,6.44,5.17,4.82,3.36
2017-11-19,-999.0,0.38,7.01,-2.1,12.28,0.0,89.28,97.75,6.77,-3.69,-3.66,0.32,-6.45,-1.96,8.19,6.93,3.95,2.09,12.13,9.03,8.37,5.98
2017-11-20,-999.0,1.04,5.73,-8.81,1.32,0.0,71.48,99.63,4.97,-11.39,-11.2,-5.81,-10.78,-7.81,8.19,5.74,1.36,0.91,9.55,6.65,6.93,4.73
2017-11-21,-999.0,1.55,6.18,-2.29,0.48,0.0,94.49,99.42,14.99,-2.71,-2.69,4.28,-10.71,-1.32,6.83,3.0,3.67,2.15,10.5,5.15,6.41,3.43
2017-11-22,-999.0,0.56,6.96,-1.27,1.76,0.0,93.62,99.97,9.74,-2.11,-2.09,2.47,-7.28,-0.84,2.55,2.45,4.39,2.13,6.94,4.58,5.64,3.32
2017-11-23,-999.0,1.49,6.16,-5.6,0.36,0.0,80.17,100.05,6.52,-8.0,-7.91,-2.15,-8.67,-5.26,3.56,1.55,4.45,2.99,8.02,4.54,5.61,3.56
2017-11-24,-999.0,0.59,7.05,-0.67,0.5,0.0,93.93,99.35,6.03,-0.96,-0.95,2.65,-3.38,-0.06,5.76,3.0,2.9,2.11,8.66,5.11,6.05,3.31
2017-11-25,-999.0,0.17,7.21,0.4,5.68,0.0,96.53,98.62,4.91,0.57,0.57,3.04,-1.88,1.11,2.4,1.36,5.65,2.73,8.05,4.09,6.76,3.53
2017-11-26,-999.0,1.3,6.42,-3.45,1.63,0.0,78.96,99.49,2.7,-6.39,-6.32,-2.18,-4.88,-3.38,4.71,3.85,2.76,1.94,7.46,5.8,5.64,3.92
2017-11-27,-999.0,0.95,5.63,-8.69,0.66,0.0,77.86,100.24,8.49,-10.67,-10.49,-3.71,-12.2,-7.65,6.95,5.26,0.98,0.72,7.94,5.97,5.19,3.5
2017-11-28,1.88,1.14,6.19,-5.99,0.03,0.0,94.99,100.38,15.51,-6.78,-6.7,2.56,-12.95,-5.0,9.14,5.19,1.12,0.81,10.26,6.0,5.72,3.44
2017-11-29,-999.0,0.75,6.57,-1.53,1.11,0.0,90.29,100.3,9.32,-2.71,-2.68,2.66,-6.67,-0.75,8.23,6.2,1.37,0.89,9.6,7.09,6.73,3.98
2017-11-30,1.95,1.49,5.84,-4.45,3.49,0.0,90.44,100.29,10.67,-4.72,-4.96,1.13,-9.55,-3.35,6.66,3.42,0.5,0.33,7.16,3.75,4.25,2.5
2017-12-01,-999.0,1.0,7.09,-0.79,0.16,0.0,89.79,100.51,5.3,-1.56,-1.54,2.64,-2.66,0.02,5.82,3.23,1.62,1.06,7.43,4.3,5.14,3.09
2017-12-02,-999.0,1.51,6.61,-2.05,0.04,0.0,85.77,100.95,5.23,-3.34,-3.32,2.21,-3.02,-1.3,3.53,1.59,0.93,0.65,4.46,2.24,2.6,1.53
2017-12-03,-999.0,1.58,6.42,-2.4,0.05,0.0,92.03,100.9,6.43,-3.02,-3.01,2.16,-4.27,-1.91,3.27,0.92,2.66,1.96,5.93,2.88,4.21,2.38
2017-12-04,1.91,1.91,5.8,-1.91,0.09,0.0,92.08,101.3,8.12,-2.94,-2.93,2.3,-5.82,-1.79,4.51,3.07,3.78,2.86,8.29,5.92,5.63,3.89
2017-12-05,-999.0,0.23,7.42,2.36,12.23,0.0,97.21,99.6,6.37,2.7,2.7,6.21,-0.16,3.27,4.79,3.78,7.44,4.09,12.22,7.87,9.24,5.53
2017-12-06,-999.0,1.72,5.85,-0.86,0.23,0.0,73.65,99.23,5.82,-4.43,-4.36,3.36,-2.46,-0.3,4.36,3.5,7.7,4.66,12.06,8.16,9.96,6.49
2017-12-07,-999.0,1.11,6.27,-2.07,0.1,0.0,82.04,99.36,2.67,-4.31,-4.28,-0.09,-2.75,-1.76,3.15,3.05,4.87,2.33,8.02,5.38,6.86,4.39
2017-12-08,-999.0,1.16,5.99,-3.06,0.24,0.0,79.92,99.59,5.13,-5.48,-5.43,-0.34,-5.47,-2.66,5.27,4.07,4.54,2.57,9.81,6.65,7.63,4.99
2017-12-09,-999.0,1.05,6.13,-3.8,0.32,0.0,84.98,99.63,4.59,-5.37,-5.34,-0.72,-5.31,-3.39,6.72,3.82,0.65,0.39,7.37,4.21,3.67,2.09
2017-12-10,-999.0,0.89,6.32,-5.73,1.22,0.0,81.23,99.13,2.95,-7.79,-7.72,-3.39,-6.34,-5.36,8.59,6.45,1.21,0.86,9.8,7.31,4.17,2.82
2017-12-11,1.88,1.55,5.34,-10.25,0.68,0.0,65.91,99.99,6.2,-14.51,-14.11,-6.66,-12.86,-10.26,5.41,3.93,0.54,0.46,5.95,4.39,3.54,2.68
2017-12-12,-999.0,0.46,6.23,-8.99,9.36,0.0,85.68,98.82,3.41,-10.55,-10.48,-7.5,-10.92,-9.08,3.95,3.47,4.24,3.15,8.19,6.62,6.48,5.01
2017-12-13,-999.0,0.64,5.28,-11.82,1.47,0.0,77.49,97.86,6.82,-13.94,-13.76,-8.74,-15.56,-11.75,7.23,5.7,5.34,3.7,12.57,9.39,9.43,6.95
2017-12-14,1.89,1.63,3.86,-16.84,0.12,0.0,73.21,99.07,6.15,-18.36,-18.09,-13.73,-19.88,-16.52,2.82,3.07,7.6,4.9,10.42,7.97,8.97,6.18
2017-12-15,-999.0,1.12,5.06,-15.87,0.38,0.0,85.97,99.78,10.68,-16.3,-16.23,-10.86,-21.54,-15.35,6.81,4.27,0.64,0.44,7.45,4.71,3.75,2.6
2017-12-16,-999.0,1.02,5.17,-12.61,1.38,0.0,84.54,99.86,5.51,-13.09,-13.01,-8.61,-14.12,-11.91,3.39,2.35,1.63,1.32,5.02,3.66,3.68,2.53
2017-12-17,1.86,1.48,4.11,-16.27,0.2,0.0,71.72,101.05,4.13,-16.7,-16.38,-11.73,-15.86,-14.18,1.91,1.46,0.55,0.44,2.46,1.91,1.64,1.23
2017-12-18,-999.0,0.59,5.63,-12.61,2.99,0.0,82.58,100.09,5.06,-13.91,-13.78,-10.38,-15.44,-12.5,1.57,1.09,2.33,1.77,3.9,2.86,3.22,2.39
2017-12-19,-999.0,0.29,6.46,-5.29,6.62,0.0,100.0,98.73,12.68,-5.13,-5.11,0.95,-11.73,-4.63,10.01,6.2,0.7,0.43,10.71,6.63,5.52,3.47
2017-12-20,1.8,1.07,5.5,-7.11,0.35,0.0,91.1,99.45,11.39,-8.14,-8.07,-2.17,-13.56,-6.6,4.79,4.07,6.23,3.62,11.02,7.69,8.21,5.46
2017-12-21,1.82,1.63,4.24,-17.53,0.12,0.0,76.04,100.92,6.97,-17.45,-17.22,-12.52,-19.49,-15.75,3.11,1.57,3.31,2.28,6.42,3.85,4.52,2.93
2017-12-22,-999.0,0.65,5.12,-16.75,0.58,0.0,80.37,101.17,6.92,-17.38,-17.18,-12.88,-19.8,-16.1,3.22,2.4,3.36,2.5,6.58,4.9,5.38,3.91
2017-12-23,-999.0,0.32,6.16,-10.04,10.24,0.0,89.93,99.81,4.91,-10.62,-10.59,-7.74,-12.65,-9.85,4.13,2.72,4.2,2.54,8.32,5.26,5.62,3.93
2017-12-24,1.83,1.22,5.01,-13.4,0.42,0.0,83.46,100.7,8.7,-13.82,-13.73,-8.03,-16.73,-12.55,6.4,3.63,1.52,1.2,7.92,4.83,5.84,3.24
2017-12-25,-999.0,0.29,5.6,-12.63,5.76,0.0,86.37,99.34,3.42,-13.01,-12.95,-10.49,-13.91,-12.13,6.22,5.25,3.59,2.05,9.81,7.3,7.38,5.03
2017-12-26,1.87,1.48,4.19,-16.65,0.21,0.0,87.64,100.62,15.74,-16.82,-16.69,-9.11,-24.85,-15.8,2.52,2.73,7.74,4.15,10.26,6.88,9.0,5.75
2017-12-27,1.91,1.73,3.1,-28.26,0.12,0.0,77.44,101.49,10.77,-27.34,-27.21,-21.23,-32.01,-27.0,3.32,1.56,5.34,3.76,8.67,5.32,7.28,4.29
2017-12-28,1.87,1.37,3.85,-26.09,0.09,0.0,76.99,101.58,7.7,-25.98,-25.82,-21.41,-29.11,-25.55,1.97,2.87,6.44,3.42,8.4,6.29,7.43,4.94
2017-12-29,-999.0,0.92,3.99,-24.77,0.97,0.0,80.3,100.95,10.09,-24.65,-24.5,-19.36,-29.45,-24.22,4.26,1.93,2.29,1.97,6.55,3.9,4.72,2.89
2017-12-30,-999.0,1.28,3.78,-26.19,0.34,0.0,79.39,100.26,10.86,-27.35,-25.13,-18.91,-29.77,-24.82,5.09,2.34,1.4,1.28,6.49,3.62,3.51,2.19
2017-12-31,1.93,1.36,3.46,-25.15,0.09,0.0,77.41,100.8,7.98,-27.17,-24.7,-20.32,-28.3,-24.36,1.1,2.27,6.68,3.85,7.78,6.12,7.24,4.58
2018-01-01,1.99,1.94,3.17,-29.07,0.14,0.0,78.48,101.11,11.32,-28.07,-27.96,-20.55,-31.87,-27.79,2.17,1.74,5.06,2.9,7.23,4.64,6.29,3.84
2018-01-02,1.96,1.35,4.26,-24.8,1.81,0.0,100.0,100.56,19.75,-23.28,-23.51,-13.75,-33.5,-23.28,3.37,1.92,2.42,1.38,5.79,3.3,4.16,2.44
2018-01-03,-999.0,1.04,5.62,-12.39,1.03,0.0,90.32,100.31,7.07,-13.22,-12.62,-8.36,-15.43,-11.93,4.39,3.74,1.32,0.6,5.71,4.34,4.33,2.55
2018-01-04,-999.0,0.47,5.74,-11.3,1.52,0.0,88.24,99.18,6.11,-12.66,-11.91,-7.94,-14.05,-11.08,7.57,6.7,2.92,1.62,10.48,8.32,6.25,4.45
2018-01-05,2.0,1.07,4.33,-21.41,2.95,0.0,76.11,98.62,9.08,-24.43,-22.06,-14.92,-23.99,-21.36,1.75,0.95,11.0,8.69,12.75,9.64,11.78,9.14
2018-01-06,-999.0,1.36,4.0,-24.23,0.53,0.0,73.27,100.31,7.29,-27.27,-24.45,-21.43,-28.72,-23.87,3.82,4.62,8.06,4.36,11.87,8.97,10.18,7.39
2018-01-07,2.02,1.28,4.02,-23.98,2.27,0.0,90.82,101.07,16.25,-24.72,-23.92,-15.67,-31.92,-23.62,4.3,1.95,4.06,2.77,8.37,4.72,5.83,3.69
2018-01-08,-999.0,0.59,6.23,-8.74,7.6,0.0,98.1,99.55,12.77,-8.59,-8.88,-2.33,-15.1,-8.33,5.45,3.2,3.36,2.01,8.81,5.21,5.23,3.23
2018-01-09,-999.0,0.94,6.12,-7.78,1.83,0.0,92.39,100.19,13.98,-7.83,-8.06,-2.93,-16.92,-6.77,4.39,3.64,6.36,3.42,10.75,7.06,8.28,5.22
2018-01-10,2.02,1.95,5.33,-13.56,1.3,0.0,96.01,101.07,17.34,-12.05,-12.3,-1.64,-18.97,-11.52,5.93,3.1,0.76,0.49,6.7,3.59,4.52,2.68
2018-01-11,-999.0,0.29,7.42,-0.05,6.37,0.0,95.74,100.1,2.7,0.49,0.53,1.94,-0.76,1.12,5.89,3.05,6.0,3.24,11.89,6.29,9.3,5.01
2018-01-12,-999.0,0.68,7.68,-0.05,24.59,0.0,100.0,99.17,13.03,1.21,0.61,5.65,-7.38,1.21,6.24,3.18,7.53,4.04,13.76,7.22,10.65,6.16
2018-01-13,-999.0,1.14,5.54,-16.02,15.76,0.0,83.59,100.48,17.38,-17.89,-17.07,-8.27,-25.65,-15.74,4.85,4.76,5.46,3.1,10.31,7.86,7.73,5.36
2018-01-14,2.25,2.05,3.42,-25.34,0.57,0.0,76.74,102.41,10.91,-26.08,-23.86,-18.29,-29.2,-23.14,5.02,2.88,0.59,0.5,5.62,3.38,3.25,2.17
2018-01-15,2.25,2.2,4.35,-21.19,0.18,0.0,81.16,102.57,10.02,-22.27,-20.36,-15.28,-25.29,-19.86,5.33,3.42,2.67,1.91,8.01,5.33,5.73,3.97
2018-01-16,-999.0,1.6,5.53,-15.2,1.03,0.0,85.11,101.57,6.82,-16.49,-15.24,-11.33,-18.15,-14.53,5.33,3.89,0.56,0.43,5.9,4.31,3.18,2.41
2018-01-17,-999.0,1.97,5.45,-14.05,0.52,0.0,89.46,100.92,6.16,-14.13,-13.23,-9.35,-15.51,-12.73,6.88,3.84,1.42,0.94,8.3,4.78,4.24,2.66
2018-01-18,-999.0,1.24,6.43,-7.92,0.11,0.0,90.56,99.77,8.21,-8.75,-8.41,-4.25,-12.45,-7.44,3.65,2.54,5.71,3.66,9.36,6.2,7.48,4.89
2018-01-19,-999.0,0.71,6.57,-5.6,0.26,0.0,94.4,99.47,7.92,-5.97,-5.95,-2.11,-10.03,-5.19,3.95,2.77,4.29,2.98,8.24,5.75,6.23,3.97
2018-01-20,-999.0,1.42,6.81,-2.25,1.94,0.0,92.4,98.89,7.98,-2.46,-2.64,1.2,-6.78,-1.36,7.5,6.39,6.12,3.42,13.62,9.81,10.67,7.16
2018-01-21,-999.0,0.94,6.33,-8.57,0.14,0.0,78.08,100.51,5.04,-10.5,-9.87,-4.9,-9.94,-7.34,3.31,2.11,2.07,1.68,5.39,3.79,3.68,2.4
2018-01-22,-999.0,1.39,6.56,-8.45,9.35,0.0,85.23,100.92,3.54,-10.59,-9.97,-6.74,-10.28,-8.54,5.12,4.48,5.44,4.03,10.56,8.51,8.18,6.45
2018-01-23,-999.0,0.26,6.96,-2.45,12.15,0.0,98.15,98.77,8.18,-2.27,-2.52,0.48,-7.7,-2.0,7.87,6.69,1.75,1.03,9.62,7.72,6.4,4.44
2018-01-24,-999.0,2.27,5.38,-12.13,0.86,0.0,91.47,99.76,20.58,-12.66,-12.84,0.41,-20.18,-11.52,4.45,5.52,7.88,4.25,12.33,9.77,9.61,6.71
2018-01-25,2.59,2.56,3.98,-21.11,0.35,0.0,80.56,101.33,10.72,-22.54,-20.63,-14.1,-24.82,-20.06,1.96,2.05,6.14,3.74,8.1,5.79,7.28,4.4
2018-01-26,2.59,2.59,4.35,-20.81,0.11,0.0,81.71,102.04,11.6,-21.41,-19.99,-13.34,-24.94,-19.06,5.17,1.86,1.94,1.81,7.11,3.67,4.42,2.71
2018-01-27,-999.0,1.04,6.58,-5.76,2.25,0.0,100.0,100.3,15.81,-4.06,-4.85,1.61,-14.19,-4.06,9.5,5.7,2.09,1.36,11.59,7.05,6.95,4.08
2018-01-28,2.58,2.58,6.17,-3.51,0.11,0.0,96.3,100.75,15.39,-3.53,-4.14,1.45,-13.94,-3.0,4.87,3.16,6.39,3.96,11.26,7.12,8.24,5.44
2018-01-29,2.66,2.65,5.07,-14.23,0.07,0.0,82.09,101.33,9.07,-16.71,-15.49,-9.99,-19.06,-14.31,3.24,2.09,5.87,4.26,9.11,6.35,7.24,5.24
2018-01-30,2.7,2.7,4.98,-13.77,0.18,0.0,80.09,100.6,9.02,-16.36,-15.11,-9.51,-18.53,-13.67,4.33,4.15,4.28,2.53,8.61,6.67,6.57,4.8
2018-01-31,2.76,2.73,5.1,-16.39,3.08,0.0,87.23,100.2,13.78,-17.81,-17.3,-10.41,-24.19,-16.16,3.15,2.19,2.99,2.09,6.15,4.28,4.98,3.38
2018-02-01,-999.0,1.51,6.56,-4.48,1.02,0.0,95.08,99.11,12.04,-4.61,-4.98,1.03,-11.01,-3.92,5.1,5.82,6.16,3.19,11.26,9.01,7.57,4.71
2018-02-02,-999.0,2.85,4.35,-18.81,0.07,0.0,72.13,100.33,11.83,-22.47,-20.27,-12.41,-24.24,-18.73,3.65,4.13,6.48,3.98,10.13,8.1,8.22,5.86
2018-02-03,2.92,2.82,4.62,-16.89,0.96,0.0,91.46,100.63,14.84,-17.36,-17.1,-10.1,-24.94,-16.27,5.4,3.3,0.62,0.43,6.02,3.73,3.61,2.25
2018-02-04,-999.0,-999.0,6.25,-5.7,7.98,0.0,94.72,99.61,7.83,-6.02,-6.03,-2.09,-9.91,-5.29,2.21,2.54,4.41,2.29,6.62,4.82,5.92,3.84
2018-02-05,2.98,2.83,5.4,-11.45,1.46,0.0,87.54,99.77,10.59,-12.75,-12.41,-4.89,-15.48,-11.06,6.21,6.31,4.46,2.41,10.66,8.72,8.19,5.75
2018-02-06,-999.0,2.35,5.42,-10.9,1.0,0.0,87.24,100.95,10.66,-11.92,-11.34,-6.45,-17.11,-10.18,3.08,3.11,4.65,2.96,7.74,6.07,6.4,4.06
2018-02-07,-999.0,0.6,5.63,-15.68,7.32,0.0,89.03,100.98,11.25,-15.82,-15.02,-10.42,-21.67,-14.39,3.92,2.93,3.19,2.27,7.11,5.2,5.58,4.02
2018-02-08,3.2,2.79,4.34,-15.22,0.98,0.0,84.47,100.86,11.15,-16.53,-15.43,-9.0,-20.14,-14.47,3.21,2.23,4.34,2.51,7.55,4.74,6.1,3.75
2018-02-09,-999.0,2.42,5.41,-11.9,0.25,0.0,86.97,101.24,7.53,-13.3,-12.47,-8.63,-16.16,-11.55,6.14,3.77,2.24,1.25,8.38,5.01,5.37,3.3
2018-02-10,-999.0,0.66,6.51,-8.66,5.64,0.0,91.45,100.69,6.52,-9.2,-8.85,-4.7,-11.22,-8.03,4.11,1.85,0.71,0.59,4.82,2.43,2.82,1.79
2018-02-11,-999.0,1.31,6.49,-6.12,3.09,0.0,96.63,100.02,12.36,-6.31,-6.76,1.03,-11.33,-5.84,8.31,7.75,5.0,2.64,13.31,10.39,7.72,5.42
2018-02-12,3.4,3.29,5.25,-10.26,0.66,0.0,84.7,101.17,15.11,-11.64,-11.19,-3.23,-18.34,-9.53,5.02,5.49,7.17,3.85,12.19,9.35,9.02,6.09
2018-02-13,3.46,3.46,4.41,-17.06,0.17,0.0,86.92,102.33,16.47,-17.32,-16.9,-8.21,-24.68,-15.62,5.67,2.83,1.37,1.18,7.04,4.01,4.23,2.67
2018-02-14,-999.0,2.13,6.22,-6.02,0.29,0.0,99.81,100.23,15.14,-4.94,-5.71,0.98,-14.17,-4.91,6.29,4.62,4.67,2.79,10.96,7.41,8.01,5.02
2018-02-15,-999.0,1.32,6.69,-2.29,1.5,0.0,97.41,98.95,6.85,-1.73,-1.88,1.7,-5.14,-1.36,8.74,5.79,3.46,2.07,12.2,7.85,7.23,4.23
2018-02-16,-999.0,1.13,5.77,-8.03,1.86,0.0,90.05,99.35,14.84,-8.67,-8.88,-2.09,-16.93,-7.29,3.32,2.69,5.36,3.36,8.68,6.05,7.03,4.52
2018-02-17,3.69,3.22,5.34,-12.76,0.78,0.0,91.92,100.66,16.55,-12.43,-12.73,-4.06,-20.62,-11.35,6.79,3.58,1.82,1.04,8.61,4.62,4.96,3.01
2018-02-18,3.68,3.28,5.61,-5.9,0.54,0.0,87.87,100.66,7.47,-6.89,-6.69,-1.08,-8.56,-5.17,2.29,2.98,5.59,2.95,7.88,5.93,6.68,4.18
2018-02-19,3.66,3.66,6.41,-2.62,1.48,0.0,95.17,100.8,11.29,-2.27,-2.68,2.97,-8.32,-1.58,6.62,4.46,1.78,1.18,8.4,5.64,5.89,3.45
2018-02-20,-999.0,1.24,7.51,0.38,9.83,0.0,98.77,100.54,1.7,0.8,0.77,2.09,0.39,0.98,6.3,5.0,0.71,0.5,7.0,5.5,4.56,3.18
2018-02-21,-999.0,1.77,7.17,-0.16,2.69,0.0,100.0,100.72,13.72,1.05,0.18,5.49,-8.24,1.05,6.74,4.41,6.58,3.25,13.32,7.66,9.34,5.55
2018-02-22,-999.0,2.46,5.54,-8.66,0.04,0.0,73.22,102.45,3.64,-12.28,-11.45,-6.74,-10.38,-8.36,5.27,2.95,0.94,0.96,6.21,3.92,2.89,2.2
2018-02-23,-999.0,2.62,6.3,-5.82,3.39,0.0,95.11,101.24,13.12,-5.52,-6.22,1.31,-11.81,-4.83,8.27,5.42,2.03,1.47,10.3,6.89,6.18,4.39
2018-02-24,-999.0,3.68,6.31,-1.4,0.66,0.0,89.7,100.6,8.47,-2.66,-2.87,1.67,-6.8,-1.16,4.92,3.71,4.55,2.57,9.47,6.27,7.1,4.79
2018-02-25,-999.0,0.73,6.26,-2.12,7.09,0.0,94.2,99.99,9.95,-2.45,-2.89,3.16,-6.78,-1.62,5.84,4.8,6.91,4.83,12.75,9.63,10.13,7.07
2018-02-26,-999.0,3.82,6.01,-0.97,0.25,0.0,86.82,100.18,5.86,-2.28,-2.25,2.37,-3.5,-0.33,4.09,4.91,7.44,3.7,11.53,8.61,9.27,5.99
2018-02-27,4.19,4.19,6.0,-0.83,0.23,0.0,89.15,100.5,10.29,-1.88,-2.05,4.26,-6.03,-0.28,4.74,2.19,5.07,3.47,9.81,5.66,7.36,4.52
2018-02-28,4.13,3.69,7.12,0.34,2.6,0.0,96.27,99.64,4.02,0.15,0.13,2.72,-1.3,0.69,5.52,3.93,2.8,1.58,8.32,5.51,5.6,3.75
2018-03-01,-999.0,2.11,6.92,-0.46,0.36,0.0,84.58,99.89,7.96,-3.08,-3.03,3.2,-4.76,-0.79,4.4,3.28,4.23,3.47,8.63,6.75,6.25,4.39
2018-03-02,-999.0,1.36,6.9,-1.84,1.11,0.0,88.97,99.88,4.83,-3.64,-3.62,0.19,-4.64,-2.04,4.22,4.43,7.71,5.21,11.92,9.65,10.04,7.82
2018-03-03,-999.0,2.5,6.72,-0.22,0.15,0.0,90.18,100.81,5.15,-1.44,-1.42,2.98,-2.17,0.01,1.91,2.66,5.36,2.73,7.27,5.4,6.48,4.23
2018-03-04,-999.0,2.12,6.77,-0.41,2.09,0.0,89.0,100.74,5.79,-1.97,-1.92,2.77,-3.02,-0.36,2.53,1.77,4.72,2.82,7.25,4.59,5.86,3.72
2018-03-05,-999.0,2.95,6.31,-0.66,0.55,0.0,85.31,100.73,4.52,-2.91,-2.81,1.89,-2.64,-0.73,2.16,3.17,5.86,3.23,8.02,6.4,6.55,4.54
2018-03-06,4.57,4.11,5.77,-0.83,0.07,0.0,84.79,100.27,7.11,-3.5,-3.41,2.53,-4.58,-1.26,3.74,2.59,5.6,3.86,9.33,6.45,7.24,5.29
2018-03-07,-999.0,1.52,6.31,-1.32,0.49,0.0,84.75,99.87,3.4,-3.77,-3.64,0.54,-2.85,-1.53,0.95,1.44,7.27,5.32,8.22,6.76,7.8,5.99
2018-03-08,-999.0,1.46,6.46,-2.12,5.46,0.0,88.11,99.15,1.8,-4.15,-4.0,-1.61,-3.41,-2.42,4.2,3.98,5.25,3.61,9.46,7.58,7.29,5.62
2018-03-09,-999.0,2.07,6.39,-2.49,2.76,0.0,86.07,98.7,5.42,-4.74,-4.58,-0.32,-5.74,-2.72,4.0,2.38,1.84,1.35,5.84,3.73,3.55,2.48
2018-03-10,-999.0,-999.0,6.22,-3.11,2.31,0.0,89.28,99.26,6.48,-4.74,-4.64,-0.09,-6.57,-3.2,2.3,2.65,6.14,3.98,8.45,6.63,7.22,5.3
2018-03-11,-999.0,2.01,6.63,-2.93,0.71,0.0,87.19,100.06,6.5,-4.71,-4.57,0.33,-6.17,-2.85,2.51,2.97,4.33,2.55,6.84,5.52,6.17,4.21
2018-03-12,-999.0,2.95,6.5,-2.45,0.21,0.0,84.45,100.2,7.88,-3.94,-3.94,1.52,-6.35,-1.65,6.97,4.25,0.32,0.24,7.29,4.49,3.88,2.57
2018-03-13,-999.0,1.19,6.56,-1.36,6.54,0.0,90.85,99.4,1.31,-2.67,-2.58,-0.56,-1.87,-1.34,3.25,2.93,5.6,3.98,8.86,6.91,7.42,5.48
2018-03-14,-999.0,1.45,6.64,-1.1,10.77,0.0,92.34,98.1,3.02,-1.93,-1.86,0.41,-2.61,-0.81,2.63,2.5,5.95,3.68,8.58,6.18,7.34,5.05
2018-03-15,-999.0,2.73,6.49,-2.61,1.66,0.0,87.62,98.02,6.14,-4.31,-4.2,0.5,-5.64,-2.52,3.9,3.19,6.97,4.83,10.88,8.02,9.14,6.74
2018-03-16,-999.0,2.65,5.75,-8.42,0.02,0.0,78.87,98.95,6.44,-11.55,-10.8,-6.29,-12.73,-8.54,2.73,3.77,8.54,5.07,11.28,8.84,10.01,7.22
2018-03-17,5.4,3.76,4.1,-13.75,0.06,0.0,75.14,99.38,7.89,-17.37,-15.82,-11.16,-19.05,-13.93,4.28,4.89,6.69,3.86,10.98,8.75,7.86,5.53
2018-03-18,5.46,4.71,4.04,-15.09,0.3,0.0,78.19,99.88,14.55,-18.05,-16.97,-8.52,-23.06,-15.11,3.38,3.41,5.07,3.38,8.45,6.79,6.75,4.64
2018-03-19,5.49,4.09,4.25,-12.96,0.2,0.0,81.63,100.08,13.49,-15.44,-14.62,-6.44,-19.93,-12.96,2.31,2.68,5.25,3.4,7.56,6.08,6.56,4.38
2018-03-20,5.55,4.76,4.46,-9.38,0.21,0.0,84.89,100.18,15.28,-11.61,-11.45,-2.04,-17.32,-9.53,6.25,3.14,2.02,1.62,8.27,4.76,4.82,3.0
2018-03-21,-999.0,3.96,5.93,-5.54,0.27,0.0,88.73,100.01,14.14,-7.17,-7.44,0.42,-13.72,-5.58,3.41,2.75,5.24,2.81,8.65,5.56,6.89,4.54
2018-03-22,-999.0,4.36,6.23,-1.42,0.16,0.0,86.55,99.94,9.19,-3.31,-3.35,3.41,-5.78,-1.33,1.95,2.62,5.71,2.84,7.65,5.46,6.69,4.35
2018-03-23,-999.0,4.15,6.14,-0.48,0.2,0.0,86.4,100.18,7.03,-2.43,-2.4,3.37,-3.65,-0.42,5.16,3.13,2.83,2.14,7.99,5.27,5.44,3.37
2018-03-24,-999.0,4.99,5.63,-3.28,0.36,0.0,75.23,100.79,5.95,-7.92,-7.56,-1.39,-7.34,-4.21,2.68,1.12,5.08,4.37,7.76,5.49,6.58,4.95
2018-03-25,-999.0,5.71,5.28,-1.61,0.19,0.0,80.22,101.94,9.93,-4.82,-4.7,2.95,-6.98,-1.86,2.26,3.09,5.38,2.98,7.64,6.07,6.82,4.7
2018-03-26,5.96,5.62,4.93,-0.85,0.11,0.0,76.54,102.46,11.69,-4.69,-4.61,4.97,-6.71,-1.11,2.16,0.88,3.34,2.23,5.5,3.11,4.31,2.82
